   n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
 500,           739,             241,              0,      2323,           0,          0
 501,           742,             243,              0,      2326,           0,        999
 502,           743,             243,              0,      2350,           0,          0
 503,           744,             243,              0,      2349,           0,        999
 504,           745,             243,              0,      2356,           0,        999
 505,           746,             243,           1000,      2357,           0,       1000
 506,           748,             244,              0,      2381,           0,       1000
 507,           751,             246,            999,      2379,           0,        999
 508,           752,             246,              0,      2381,           0,       1001
 509,           753,             246,            998,      2387,           0,       1001
 510,           754,             246,              0,      2411,           0,       1000
 511,           755,             246,              0,      2408,           0,          0
 512,           756,             246,              0,      2411,           0,       1002
 513,           758,             247,              0,      2412,           0,        997
 514,           760,             248,              0,      2412,           0,       1000
 515,           764,             251,              0,      2427,           0,        999
 516,           765,             251,              0,      2432,           0,       1000
 517,           766,             251,              0,      2438,           0,        999
 518,           767,             251,              0,      2426,           0,       1000
 519,           770,             253,              0,      2446,           0,        999
 520,           771,             253,            999,      2437,           0,       1019
 521,           772,             253,              0,      2442,           0,       1000
 522,           773,             253,           1000,      2439,           0,        999
 523,           775,             254,              0,      2448,           0,       1004
 524,           778,             256,              0,      2465,           0,        999
 525,           782,             259,              0,      2472,           0,       1000
 526,           783,             259,              0,      2463,           0,        999
 527,           784,             259,              0,      2460,           0,        999
 528,           785,             259,              0,      2474,           0,       1000
 529,           786,             259,              0,      2479,           0,        999
 530,           788,             260,              0,      2473,           0,       1000
 531,           789,             260,            999,      2476,           0,       1000
 532,           790,             260,              0,      2492,           0,       1503
 533,           791,             260,              0,      2496,           0,       1003
 534,           792,             260,           1000,      2490,           0,        999
 535,           793,             260,              0,      2509,           0,        999
 536,           795,             261,           1000,      2504,           0,        999
 537,           798,             263,              0,      2511,           0,       1000
 538,           799,             263,              0,      2516,           0,       1000
 539,           800,             263,              0,      2521,           0,        999
 540,           801,             263,              0,      2515,           0,       1000
 541,           802,             263,           1000,      2524,           0,       1000
 542,           803,             263,              0,      2533,           0,       1000
 543,           804,             263,           1004,      2547,           0,        998
 544,           805,             263,              0,      2540,           0,       1999
 545,           806,             263,              0,      2541,           0,       1000
 546,           807,             263,           1000,      2550,           0,        999
 547,           809,             264,              0,      2564,           0,       1000
 548,           812,             266,            999,      2553,           0,        999
 549,           816,             269,              0,      2562,           0,        998
 550,           821,             273,              0,      2578,           0,        999
 551,           822,             273,              0,      2580,           0,       1000
 552,           823,             273,              0,      2566,           0,       1000
 553,           824,             273,           1001,      2570,           0,        999
 554,           825,             273,              0,      2579,           0,       1999
 555,           827,             274,              0,      2583,           0,       1000
 556,           828,             274,           1000,      2595,           0,        999
 557,           829,             274,              0,      2598,           0,       1000
 558,           833,             277,           1000,      2611,           0,       1000
 559,           834,             277,              0,      2612,           0,        999
 560,           835,             277,              0,      2622,           0,       1000
 561,           836,             277,           1000,      2622,           0,        999
 562,           837,             277,              0,      2620,           0,       2001
 563,           838,             277,              0,      2623,           0,        999
 564,           839,             277,              0,      2633,           0,        999
 565,           840,             277,              0,      2643,           0,       1000
 566,           841,             277,              0,      2641,           0,       1000
 567,           842,             277,            999,      2645,           0,        999
 568,           843,             277,              0,      2644,           0,        999
 569,           845,             278,              0,      2650,           0,       1000
 570,           846,             278,           1000,      2667,           0,       1000
 571,           847,             278,              0,      2676,           0,        999
 572,           848,             278,              0,      2678,           0,       1004
 573,           849,             278,            996,      2690,           0,        999
 574,           850,             278,              0,      2688,           0,       1000
 575,           851,             278,              0,      2693,           0,       1000
 576,           853,             279,            999,      2702,           0,       1000
 577,           855,             280,           1000,      2705,           0,        999
 578,           858,             282,              0,      2706,           0,        999
 579,           859,             282,              0,      2714,           0,       1002
 580,           860,             282,            999,      2730,           0,        999
 581,           861,             282,              0,      2732,           0,       2000
 582,           863,             283,              0,      2720,           0,       1003
 583,           864,             283,            997,      2723,           0,        999
 584,           865,             283,              0,      2726,           0,       1005
 585,           866,             283,              0,      2729,           0,       1000
 586,           869,             285,           1000,      2730,           0,        999
 587,           870,             285,           1000,      2747,           0,        999
 588,           871,             285,              0,      2757,           0,       1000
 589,           872,             285,              0,      2762,           0,       1000
 590,           875,             287,           1000,      2761,           0,        999
 591,           876,             287,              0,      2771,           0,        999
 592,           877,             287,              0,      2774,           0,       1000
 593,           878,             287,              0,      2775,           0,       1006
 594,           880,             288,              0,      2784,           0,        999
 595,           882,             289,              0,      2792,           0,        999
 596,           883,             289,           1000,      2793,           0,        999
 597,           884,             289,              0,      2808,           0,        999
 598,           885,             289,              0,      2805,           0,       1000
 599,           886,             289,              0,      2818,           0,        999
 600,           887,             289,            999,      2819,           0,       1000
 601,           888,             289,              0,      2822,           0,        998
 602,           890,             290,              0,      2816,           0,       2000
 603,           892,             291,              0,      2827,           0,        999
 604,           896,             294,           1000,      2845,           0,       1000
 605,           897,             294,              0,      2850,           0,        999
 606,           898,             294,              0,      2846,           0,       2000
 607,           899,             294,              0,      2844,           0,        999
 608,           900,             294,            999,      2863,           0,        999
 609,           902,             295,           1000,      2866,           0,        999
 610,           903,             295,              0,      2857,           0,       2000
 611,           904,             295,              0,      2861,           0,       1000
 612,           906,             296,           1001,      2883,           0,        999
 613,           907,             296,            999,      2885,           0,        999
 614,           908,             296,              0,      2885,           0,       1000
 615,           909,             296,              0,      2884,           0,        998
 616,           910,             296,              0,      2905,           0,       1000
 617,           912,             297,            999,      2904,           0,        999
 618,           913,             297,           1001,      2905,           0,       1000
 619,           914,             297,              0,      2910,           0,       1999
 620,           915,             297,              0,      2930,           0,       1000
 621,           917,             298,              0,      2931,           0,       1000
 622,           918,             298,            999,      2930,           0,       1000
 623,           919,             298,           1000,      2942,           0,        999
 624,           921,             299,              0,      2961,           0,       2000
 625,           922,             299,              0,      2966,           0,       1999
 626,           925,             301,              0,      2979,           0,       1001
 627,           929,             304,            999,      2967,           0,        999
 628,           930,             304,           1000,      2968,           0,       1000
 629,           931,             304,              0,      2971,           0,       1000
 630,           933,             305,              0,      2998,           0,       2000
 631,           934,             305,              0,      3003,           0,        999
 632,           936,             306,              0,      2986,           0,        999
 633,           937,             306,           1001,      3000,           0,        998
 634,           938,             306,            999,      3005,           0,       1000
 635,           940,             307,           1004,      3009,           0,        998
 636,           941,             307,            999,      3023,           0,       1000
 637,           945,             310,           1000,      3025,           0,        998
 638,           948,             312,              0,      3043,           0,        999
 639,           949,             312,              0,      3044,           0,       2000
 640,           950,             312,              0,      3066,           0,       2003
 641,           951,             312,              0,      3068,           0,       1000
 642,           953,             313,              0,      3074,           0,       1001
 643,           954,             313,              0,      3071,           0,        999
 644,           955,             313,            999,      3064,           0,       1000
 645,           956,             313,            998,      3064,           0,       1000
 646,           958,             314,           1001,      3076,           0,        999
 647,           959,             314,              0,      3088,           0,        999
 648,           962,             316,              0,      3078,           0,        503
 649,           967,             320,           1003,      3089,           0,       1001
 650,           968,             320,           1000,      3093,           0,        998
 651,           969,             320,           1001,      3094,           0,       1001
 652,           971,             321,            999,      3109,           0,        998
 653,           972,             321,           1001,      3110,           0,        999
 654,           973,             321,              0,      3115,           0,       1000
 655,           975,             322,              0,      3116,           0,        999
 656,           976,             322,              0,      3133,           0,       2001
 657,           977,             322,              0,      3135,           0,       2000
 658,           979,             323,              0,      3137,           0,       1997
 659,           980,             323,              0,      3140,           0,       2002
 660,           984,             326,              0,      3153,           0,       2001
 661,           986,             327,              0,      3157,           0,       1996
 662,           987,             327,              0,      3144,           0,       2001
 663,           988,             327,              0,      3155,           0,        999
 664,           989,             327,              0,      3167,           0,        999
 665,           990,             327,              0,      3170,           0,       1000
 666,           991,             327,              0,      3176,           0,        999
 667,           992,             327,              0,      3189,           0,        998
 668,           994,             328,              0,      3186,           0,        999
 669,           995,             328,              0,      3188,           0,       1000
 670,           996,             328,              0,      3203,           0,        999
 671,           997,             328,              0,      3199,           0,        999
 672,           999,             329,              0,      3199,           0,        999
 673,          1003,             332,              0,      3205,           0,       1000
 674,          1004,             332,              0,      3212,           0,        999
 675,          1005,             332,              0,      3211,           0,       1999
 676,          1006,             332,              0,      3232,           0,       2003
 677,          1007,             332,              0,      3240,           0,       1997
 678,          1008,             332,              0,      3246,           0,       1999
 679,          1009,             332,              0,      3251,           0,       1999
 680,          1011,             333,              0,      3244,           0,       2000
 681,          1012,             333,              0,      3250,           0,       2000
 682,          1013,             333,              0,      3260,           0,        999
 683,          1014,             333,              0,      3264,           0,       1001
 684,          1015,             333,            999,      3251,           0,        999
 685,          1016,             333,           1000,      3255,           0,        999
 686,          1018,             334,            999,      3273,           0,       1001
 687,          1021,             336,            998,      3295,           0,       1000
 688,          1023,             337,           1001,      3293,           0,        998
 689,          1025,             338,            999,      3294,           0,       1000
 690,          1026,             338,              0,      3303,           0,       2006
 691,          1027,             338,           1000,      3304,           0,       1002
 692,          1028,             338,            997,      3308,           0,       1001
 693,          1030,             339,           1001,      3312,           0,        998
 694,          1031,             339,            999,      3317,           0,        999
 695,          1035,             342,              0,      3328,           0,       1000
 696,          1036,             342,              0,      3343,           0,       2000
 697,          1037,             342,              0,      3346,           0,       1505
 698,          1038,             342,           1005,      3347,           0,        999
 699,          1040,             343,              0,      3344,           0,       1999
 700,          1043,             345,              0,      3383,           0,       1998
 701,          1044,             345,              0,      3382,           0,       2001
 702,          1049,             349,              0,      3386,           0,       1000
 703,          1050,             349,            999,      3385,           0,        999
 704,          1051,             349,            999,      3393,           0,       1000
 705,          1052,             349,              0,      3395,           0,        999
 706,          1055,             351,              0,      3403,           0,       2002
 707,          1056,             351,              0,      3418,           0,       1998
 708,          1058,             352,              0,      3408,           0,       1999
 709,          1059,             352,              0,      3411,           0,        999
 710,          1060,             352,            999,      3428,           0,        999
 711,          1061,             352,           1000,      3424,           0,        999
 712,          1062,             352,              0,      3433,           0,       1999
 713,          1063,             352,              0,      3443,           0,       1999
 714,          1065,             353,              0,      3446,           0,       2001
 715,          1068,             355,            999,      3435,           0,        999
 716,          1069,             355,           1000,      3468,           0,        999
 717,          1070,             355,              0,      3468,           0,       2000
 718,          1071,             355,              0,      3478,           0,       2000
 719,          1072,             355,            998,      3480,           0,       1001
 720,          1073,             355,            999,      3478,           0,        999
 721,          1074,             355,              0,      3486,           0,       1998
 722,          1075,             355,              0,      3501,           0,       2000
 723,          1077,             356,              0,      3493,           0,       2000
 724,          1078,             356,            999,      3509,           0,        999
 725,          1079,             356,           1000,      3526,           0,       1000
 726,          1080,             356,              0,      3515,           0,       2000
 727,          1081,             356,              0,      3517,           0,       1999
 728,          1082,             356,              0,      3536,           0,       1002
 729,          1083,             356,           1000,      3538,           0,        999
 730,          1084,             356,              0,      3533,           0,       2000
 731,          1085,             356,              0,      3544,           0,       2001
 732,          1086,             356,              0,      3553,           0,       1000
 733,          1087,             356,            998,      3553,           0,       2001
 734,          1089,             357,              0,      3573,           0,       1999
 735,          1090,             357,            999,      3575,           0,        999
 736,          1091,             357,           1000,      3571,           0,       1005
 737,          1092,             357,              0,      3575,           0,       1999
 738,          1094,             358,              0,      3588,           0,       1999
 739,          1097,             360,              0,      3598,           0,       1000
 740,          1102,             364,            998,      3598,           0,       1000
 741,          1103,             364,              0,      3600,           0,       2000
 742,          1104,             364,              0,      3613,           0,       1999
 743,          1105,             364,              0,      3618,           0,        999
 744,          1106,             364,           1001,      3623,           0,       2004
 745,          1109,             366,              0,      3630,           0,       1995
 746,          1113,             369,           1001,      3648,           0,       1998
 747,          1116,             371,              0,      3638,           0,       1998
 748,          1117,             371,              0,      3647,           0,        999
 749,          1118,             371,           1000,      3664,           0,       1000
 750,          1119,             371,              0,      3656,           0,       1999
 751,          1121,             372,              0,      3664,           0,       2000
 752,          1122,             372,            999,      3691,           0,       1020
 753,          1123,             372,           1000,      3691,           0,        999
 754,          1125,             373,              0,      3700,           0,       2002
 755,          1127,             374,              0,      3709,           0,       1995
 756,          1130,             376,              0,      3706,           0,       1981
 757,          1131,             376,            997,      3715,           0,        999
 758,          1132,             376,            998,      3714,           0,       1999
 759,          1133,             376,              0,      3708,           0,       2000
 760,          1135,             377,              0,      3754,           0,        999
 761,          1136,             377,            999,      3765,           0,       1001
 762,          1140,             380,              0,      3761,           0,       1999
 763,          1142,             381,              0,      3767,           0,       1999
 764,          1143,             381,            999,      3766,           0,       1001
 765,          1144,             381,           1000,      3762,           0,       1999
 766,          1145,             381,              0,      3784,           0,       1012
 767,          1146,             381,              0,      3790,           0,       2015
 768,          1149,             383,              0,      3801,           0,       1024
 769,          1151,             384,            994,      3803,           0,       1981
 770,          1152,             384,           1018,      3814,           0,        981
 771,          1153,             384,              0,      3822,           0,       1961
 772,          1154,             384,              0,      3791,           0,       2000
 773,          1156,             385,              0,      3795,           0,       2001
 774,          1159,             387,              0,      3819,           0,       2018
 775,          1160,             387,           1005,      3820,           0,        994
 776,          1161,             387,            999,      3821,           0,       1001
 777,          1162,             387,              0,      3825,           0,       1993
 778,          1163,             387,              0,      3842,           0,       1999
 779,          1164,             387,           1022,      3839,           0,       1981
 780,          1165,             387,           1003,      3842,           0,       1996
 781,          1166,             387,            999,      3848,           0,       2001
 782,          1167,             387,              0,      3851,           0,       1998
 783,          1168,             387,              0,      3863,           0,        999
 784,          1169,             387,           1001,      3864,           0,       1502
 785,          1170,             387,           1002,      3867,           0,       2001
 786,          1171,             387,              0,      3869,           0,       1998
 787,          1172,             387,              0,      3873,           0,       1000
 788,          1173,             387,            998,      3877,           0,       1000
 789,          1175,             388,              0,      3869,           0,       1999
 790,          1176,             388,              0,      3890,           0,       2000
 791,          1178,             389,           1000,      3898,           0,       1000
 792,          1179,             389,            999,      3890,           0,       1999
 793,          1180,             389,            999,      3897,           0,       1000
 794,          1181,             389,              0,      3927,           0,       1999
 795,          1182,             389,              0,      3922,           0,        999
 796,          1183,             389,              0,      3913,           0,       2000
 797,          1184,             389,              0,      3934,           0,       1000
 798,          1185,             389,            999,      3937,           0,       2004
 799,          1186,             389,              0,      3932,           0,       1998
 800,          1188,             390,           1000,      3945,           0,       1000
 801,          1189,             390,              0,      3948,           0,       1999
 802,          1190,             390,           1000,      3957,           0,        999
 803,          1191,             390,           1000,      3952,           0,       1999
 804,          1192,             390,              0,      3952,           0,        999
 805,          1193,             390,           1001,      3961,           0,       1999
 806,          1194,             390,              0,      3965,           0,       1999
 807,          1195,             390,           1000,      3972,           0,       1999
 808,          1196,             390,              0,      3985,           0,       1999
 809,          1197,             390,           1000,      3984,           0,        999
 810,          1198,             390,              0,      3988,           0,       1999
 811,          1200,             391,              0,      3995,           0,        999
 812,          1202,             392,           1000,      4002,           0,       1998
 813,          1203,             392,              0,      4011,           0,       1000
 814,          1204,             392,            999,      4022,           0,       1999
 815,          1206,             393,              0,      4017,           0,       1999
 816,          1208,             394,           1000,      4027,           0,       1999
 817,          1210,             395,              0,      4029,           0,       2000
 818,          1215,             399,           1006,      4041,           0,       1993
 819,          1216,             399,              0,      4034,           0,       2008
 820,          1217,             399,              0,      4034,           0,       2017
 821,          1218,             399,              0,      4049,           0,       1000
 822,          1219,             399,              0,      4065,           0,       1000
 823,          1220,             399,              0,      4059,           0,       1999
 824,          1221,             399,            999,      4065,           0,       1001
 825,          1222,             399,              0,      4070,           0,       2007
 826,          1223,             399,              0,      4076,           0,        982
 827,          1225,             400,              0,      4083,           0,       1998
 828,          1228,             402,           1001,      4097,           0,        999
 829,          1230,             403,              0,      4099,           0,       1999
 830,          1231,             403,           1000,      4114,           0,        999
 831,          1232,             403,              0,      4121,           0,       2000
 832,          1233,             403,           1000,      4114,           0,       2001
 833,          1234,             403,              0,      4119,           0,       1999
 834,          1235,             403,            999,      4120,           0,       2000
 835,          1236,             403,              0,      4123,           0,       1000
 836,          1240,             406,              0,      4138,           0,       2001
 837,          1241,             406,              0,      4142,           0,       2001
 838,          1242,             406,            999,      4135,           0,       2000
 839,          1243,             406,            999,      4135,           0,       3000
 840,          1244,             406,              0,      4155,           0,       1999
 841,          1245,             406,            998,      4159,           0,       2000
 842,          1246,             406,              0,      4162,           0,       1000
 843,          1247,             406,              0,      4176,           0,       1999
 844,          1248,             406,            999,      4185,           0,       2000
 845,          1249,             406,              0,      4186,           0,       2000
 846,          1250,             406,            999,      4200,           0,       1999
 847,          1251,             406,              0,      4213,           0,        998
 848,          1252,             406,            999,      4194,           0,       1999
 849,          1253,             406,              0,      4196,           0,       1000
 850,          1255,             407,              0,      4206,           0,       1999
 851,          1256,             407,            999,      4213,           0,       1000
 852,          1257,             407,              0,      4219,           0,       1999
 853,          1259,             408,           1000,      4231,           0,       1999
 854,          1260,             408,           1001,      4231,           0,       1999
 855,          1261,             408,              0,      4238,           0,       1998
 856,          1262,             408,           1000,      4246,           0,       1999
 857,          1264,             409,              0,      4253,           0,       1005
 858,          1266,             410,            999,      4260,           0,       3000
 859,          1268,             411,            999,      4267,           0,       1000
 860,          1270,             412,              0,      4265,           0,       1997
 861,          1271,             412,           1000,      4261,           0,       2000
 862,          1272,             412,            997,      4279,           0,       2071
 863,          1273,             412,              0,      4291,           0,       1999
 864,          1274,             412,           1001,      4304,           0,       1999
 865,          1276,             413,            999,      4310,           0,       4001
 866,          1278,             414,           1000,      4316,           0,       3998
 867,          1282,             417,           3001,      4319,           0,       7001
 868,          1283,             417,           1997,      4323,           0,       3000
 869,          1284,             417,           1001,      4319,           0,       2999
 870,          1285,             417,            998,      4339,           0,       4001
 871,          1286,             417,            998,      4328,           0,       2003
 872,          1288,             418,            998,      4355,           0,       1998
 873,          1289,             418,           1000,      4356,           0,       1998
 874,          1290,             418,           1001,      4353,           0,       1998
 875,          1291,             418,           1000,      4366,           0,       2001
 876,          1292,             418,              0,      4382,           0,       3000
 877,          1294,             419,              0,      4386,           0,        999
 878,          1296,             420,            999,      4377,           0,       2998
 879,          1297,             420,            999,      4379,           0,       2000
 880,          1298,             420,           1004,      4402,           0,       1996
 881,          1300,             421,              0,      4405,           0,       1998
 882,          1301,             421,              0,      4422,           0,       2001
 883,          1302,             421,            999,      4425,           0,       2005
 884,          1303,             421,           1000,      4418,           0,       2000
 885,          1305,             422,              0,      4417,           0,       2000
 886,          1306,             422,              0,      4435,           0,       1998
 887,          1307,             422,           1001,      4442,           0,       1998
 888,          1308,             422,           1000,      4442,           0,       2507
 889,          1309,             422,              0,      4454,           0,       1000
 890,          1310,             422,              0,      4453,           0,       1999
 891,          1311,             422,           1001,      4468,           0,       1998
 892,          1312,             422,              0,      4474,           0,       1001
 893,          1313,             422,              0,      4478,           0,       1999
 894,          1315,             423,           1001,      4489,           0,       1999
 895,          1317,             424,            999,      4500,           0,       1999
 896,          1320,             426,              0,      4495,           0,        999
 897,          1321,             426,              0,      4501,           0,       1998
 898,          1322,             426,            999,      4516,           0,       2000
 899,          1324,             427,           1001,      4524,           0,       1998
 900,          1325,             427,              0,      4509,           0,        999
 901,          1326,             427,              0,      4518,           0,       2000
 902,          1327,             427,            998,      4514,           0,       1999
 903,          1329,             428,           1002,      4519,           0,       1999
 904,          1330,             428,              0,      4555,           0,        998
 905,          1331,             428,              0,      4558,           0,       3000
 906,          1332,             428,           1001,      4572,           0,       1997
 907,          1333,             428,           1001,      4566,           0,       2000
 908,          1334,             428,            999,      4558,           0,       2000
 909,          1337,             430,              0,      4557,           0,       2001
 910,          1341,             433,              0,      4555,           0,       1999
 911,          1342,             433,              0,      4571,           0,       2001
 912,          1343,             433,            999,      4585,           0,       1999
 913,          1345,             434,           1000,      4587,           0,       2000
 914,          1346,             434,           1000,      4583,           0,       1998
 915,          1347,             434,              0,      4600,           0,        999
 916,          1348,             434,              0,      4597,           0,       1998
 917,          1349,             434,              0,      4604,           0,       2000
 918,          1350,             434,           1000,      4604,           0,       1999
 919,          1352,             435,           1003,      4623,           0,       2000
 920,          1353,             435,              0,      4621,           0,       1999
 921,          1354,             435,              0,      4624,           0,       1999
 922,          1356,             436,              0,      4631,           0,       2000
 923,          1357,             436,            999,      4643,           0,       1999
 924,          1358,             436,              0,      4657,           0,       2509
 925,          1359,             436,              0,      4658,           0,       2002
 926,          1361,             437,            997,      4659,           0,       2001
 927,          1362,             437,           1000,      4663,           0,       1998
 928,          1363,             437,            999,      4697,           0,       2001
 929,          1364,             437,            999,      4701,           0,       2001
 930,          1367,             439,              0,      4686,           0,        999
 931,          1371,             442,              0,      4704,           0,       1998
 932,          1372,             442,              0,      4703,           0,       2000
 933,          1373,             442,           1001,      4706,           0,       1998
 934,          1375,             443,           1000,      4713,           0,       1998
 935,          1376,             443,           1001,      4727,           0,       1998
 936,          1377,             443,              0,      4736,           0,       1998
 937,          1378,             443,              0,      4738,           0,       3001
 938,          1379,             443,              0,      4750,           0,       2001
 939,          1380,             443,              0,      4746,           0,       1999
 940,          1382,             444,              0,      4758,           0,       2001
 941,          1385,             446,              0,      4758,           0,       2002
 942,          1388,             448,            999,      4779,           0,       2000
 943,          1389,             448,           1000,      4778,           0,       1999
 944,          1390,             448,            999,      4787,           0,       1999
 945,          1392,             449,           1001,      4792,           0,       2003
 946,          1393,             449,            995,      4806,           0,       1999
 947,          1394,             449,              0,      4814,           0,       2000
 948,          1396,             450,              0,      4792,           0,       2000
 949,          1398,             451,              0,      4794,           0,       2002
 950,          1399,             451,           1000,      4814,           0,       1999
 951,          1400,             451,              0,      4833,           0,       3000
 952,          1401,             451,              0,      4828,           0,       1000
 953,          1402,             451,              0,      4829,           0,       2006
 954,          1403,             451,              0,      4856,           0,       1998
 955,          1404,             451,            999,      4850,           0,       1999
 956,          1406,             452,            999,      4856,           0,       1999
 957,          1407,             452,            999,      4868,           0,       2001
 958,          1409,             453,            998,      4877,           0,       2093
 959,          1410,             453,           1000,      4892,           0,       2000
 960,          1411,             453,            999,      4885,           0,       1999
 961,          1412,             453,           1000,      4891,           0,       1999
 962,          1413,             453,           1000,      4911,           0,       1999
 963,          1414,             453,           1000,      4917,           0,       2000
 964,          1415,             453,           1000,      4918,           0,       1998
 965,          1416,             453,           1000,      4918,           0,       2002
 966,          1417,             453,              0,      4927,           0,       1997
 967,          1418,             453,              0,      4937,           0,       3001
 968,          1420,             454,              0,      4940,           0,       1999
 969,          1422,             455,              0,      4945,           0,       3000
 970,          1424,             456,            999,      4942,           0,       1999
 971,          1425,             456,              0,      4958,           0,       2000
 972,          1426,             456,            999,      4962,           0,       1999
 973,          1428,             457,           1000,      4968,           0,       2000
 974,          1429,             457,            999,      4969,           0,       1999
 975,          1431,             458,           1000,      4993,           0,       2002
 976,          1432,             458,            998,      4969,           0,       1999
 977,          1433,             458,           1000,      4972,           0,       2000
 978,          1434,             458,              0,      4986,           0,       1999
 979,          1436,             459,              0,      4990,           0,       2000
 980,          1437,             459,              0,      5023,           0,       2999
 981,          1441,             462,              0,      5023,           0,       3001
 982,          1442,             462,              0,      5035,           0,       2000
 983,          1443,             462,              0,      5048,           0,       1998
 984,          1444,             462,              0,      5041,           0,       2001
 985,          1446,             463,            999,      5045,           0,       1999
 986,          1447,             463,           1003,      5058,           0,       2000
 987,          1448,             463,           1001,      5058,           0,       1999
 988,          1449,             463,              0,      5072,           0,       2000
 989,          1450,             463,              0,      5076,           0,       2993
 990,          1451,             463,              0,      5084,           0,       1503
 991,          1452,             463,           1005,      5078,           0,       1998
 992,          1453,             463,              0,      5102,           0,       3002
 993,          1455,             464,              0,      5103,           0,       1997
 994,          1456,             464,              0,      5116,           0,       2002
 995,          1457,             464,            998,      5123,           0,       1999
 996,          1458,             464,           1000,      5131,           0,       2001
 997,          1459,             464,              0,      5130,           0,       1998
 998,          1460,             464,              0,      5136,           0,       3001
 999,          1463,             466,              0,      5146,           0,       2999
1000,          1465,             467,              0,      5150,           0,       2001
